area_type,location,bedrm,total_sqft,bath,balcony,price
Super built-up  Area,Sahakara Nagar,2,1270,2,1,69.85
Super built-up  Area,Kanakpura Road,3,1450,3,3,56
Plot  Area,Huttanahalli,3,2400,4,2,325
Super built-up  Area,Mahadevpura,1,730,1,1,35
Super built-up  Area,Raja Rajeshwari Nagar,3,1580,3,3,53.56
Super built-up  Area,Thanisandra,2,1111,2,1,50
Plot  Area,Kengeri,4,1125,2,1,88
Super built-up  Area,Varthur,2,977,2,2,36
Super built-up  Area,Gunjur Palya,2,674,1,1,19.9
Plot  Area,Nagarbhavi,3,600,3,1,83
Plot  Area,Sarjapur,4,2540,4,1,115
Super built-up  Area,Jakkur,2,1290,2,1,100
Plot  Area,Kumaraswami Layout,3,600,3,1,98
Super built-up  Area,Abbigere,2,795,2,1,32.54
Super built-up  Area,Kanakpura Road,2,700,1,1,35
Built-up  Area,Ambedkar Colony,2,1463,1,1,142
Built-up  Area,Vijayanagar,3,1000,3,0,140
Super built-up  Area,Reliable Woods Layout,3,1306,2,2,58
Super built-up  Area,4th T block Jayanagar,3,2401,3,2,185
Plot  Area,Bommenahalli,4,1670,3,0,135
Built-up  Area,Jayanagar,3,1875,2,3,235
Plot  Area,Marsur,3,1200,3,1,90
Super built-up  Area,Dodda Nekkundi,3,1804,3,2,121
Super built-up  Area,1st Phase JP Nagar,3,2065,4,1,210
Super built-up  Area,Hoskote,3,1225,3,1,40
Super built-up  Area,Thanisandra,2,934,2,0,58.68
Super built-up  Area,Bellandur,2,900,2,2,56
Super built-up  Area,Binny Pete,2,1350,2,1,91
Super built-up  Area,Kaggalipura,1,700,1,0,36
Super built-up  Area,Mysore Road,2,980,2,0,35.175
Super built-up  Area,Poorna Pragna Layout,2,1160,2,1,46.39
Super built-up  Area,Hennur Road,3,1680,3,,99.27
Carpet  Area,LB Shastri Nagar,2,1043,2,2,55
Plot  Area,Hoskote,4,1200,4,1,120
Super built-up  Area,Hebbal,2,1040,2,2,46
Super built-up  Area,Tindlu,3,1357,2,2,65
Plot  Area,Nayandanahalli,7,1600,7,1,104
Super built-up  Area,Vibhutipura Extension,2,1225,2,2,47
Plot  Area,Sunkadakatte,9,1500,6,1,80
Super built-up  Area,Yelachenahalli,2,1130,2,2,40
Built-up  Area,Basavangudi,4,2500,4,1,150
Carpet  Area,Sultan Palaya,3,1700,3,3,120
Super built-up  Area,Doddathoguru,3,1549,3,2,65
Super built-up  Area,Yeshwanthpur,2,1400,2,2,100
Super built-up  Area,Dodda Nekkundi,2,1080,2,2,50
Built-up  Area,Ulsoor,2,1180,2,2,100
Plot  Area,Chandra Layout,7,780,7,3,150
Super built-up  Area,Domlur,3,1800,3,2,150
Super built-up  Area,Haralur Road,2,1225,2,1,67.38
Built-up  Area,Chandra Layout,1,890,1,1,75
Super built-up  Area,Abbigere,2,1005,2,1,39.59
Super built-up  Area,Whitefield,2,1320,2,1,95
Built-up  Area,Anandapura,4,1475,2,1,50
Super built-up  Area,Kudlu Gate,3,1564,,,99.745
Super built-up  Area,Hagadur,2,1110,2,2,51
Plot  Area,Popular Colony,2,1300,2,0,54
Plot  Area,Vajarahalli,5,600,3,1,86
Super built-up  Area,Electronic City,2,1128,2,1,65.35
Super built-up  Area,Jakkur,2,1452.19,2,1,100
Plot  Area,8th block Koramangala,3,2400,3,2,290
Super built-up  Area,Banashankari,3,2600,4,1,135
Super built-up  Area,Sarakki Nagar,3,2500,4,2,325
Built-up  Area,Sanjay nagar,2,630,1,1,35
Super built-up  Area,Hosa Road,2,1243,2,2,48.5
Built-up  Area,Soundarya Layout,2,960,2,2,32
Super built-up  Area,"Banashankari 6th Stage ,Subramanyapura",3,1690,3,2,100
Built-up  Area,Whitefield,2,735,2,1,35
Super built-up  Area,Banaswadi,2,1365,2,2,73
Super built-up  Area,Rajaji Nagar,5,2849,5,0,300
Super built-up  Area,Hebbal,2,1420,2,1,99.39
Super built-up  Area,Somasundara Palya,3,1570,3,3,68
Super built-up  Area,Bisuvanahalli,2,850,1,1,32
Super built-up  Area,7th Phase JP Nagar,3,1575,2,2,110
Super built-up  Area,Thigalarapalya,2,1418,2,2,104
Super built-up  Area,Uttarahalli,2,1050,2,1,42
Super built-up  Area,Hennur Road,2,1065,2,1,42.6
Built-up  Area,Ulsoor,3,1340,3,0,90
Super built-up  Area,Yelahanka New Town,3,1610,3,2,92
Built-up  Area,Electronic City Phase II,2,1160,2,1,33.5
Super built-up  Area,Kudlu,2,1092,2,2,44
Super built-up  Area,Parappana Agrahara,2,1194,2,2,47
Super built-up  Area,Yelahanka,3,1455,3,1,61.5
Super built-up  Area,Abbigere,1,734,1,0,19.82
Built-up  Area,Samethanahalli,2,799,2,1,38
Built-up  Area,Whitefield,3,1896,3,1,75
Super built-up  Area,Ardendale,2,1100,2,1,48
Built-up  Area,Bellandur,2,1350,2,1,79
Super built-up  Area,Amarjyothi Colony,3,1355,3,1,61
Super built-up  Area,Electronic City,2,1128,2,1,65
Plot  Area,Pattanagere,2,1350,2,0,90
Super built-up  Area,Cunningham Road,3,3875,3,2,864
Super built-up  Area,Kasavanhalli,3,1493,3,2,82
Super built-up  Area,8th Phase JP Nagar,2,1098,2,1,43.91
Super built-up  Area,Banashankari,3,1900,2,1,170
Super built-up  Area,Dollars Layout,3,1460,3,2,88
Super built-up  Area,Frazer Town,3,2350,4,3,285
Plot  Area,Horamavu Banaswadi,5,1600,5,3,140
Super built-up  Area,Varthur,2,1091,2,1,32
Super built-up  Area,Yelahanka,2,1180,2,3,42
Super built-up  Area,Kanakpura Road,2,1366,3,1,76.85
Super built-up  Area,RMV Extension,3,1685,3,2,95
Built-up  Area,Koramangala,2,1260,2,3,100
Plot  Area,Whitefield,3,3010,3,2,200
Plot  Area,Ramamurthy Nagar,3,1330,4,1,140
Plot  Area,Mallasandra,2,1200,2,0,130
Super built-up  Area,Whitefield,2,1346,2,1,96.17
Super built-up  Area,Chandapura,1,630,1,0,13.86
Super built-up  Area,Sarjapur  Road,3,1446,,,98.94
Super built-up  Area,7th Phase JP Nagar,3,1850,3,2,140
Plot  Area,Frazer Town,5,2350,2,0,423
Super built-up  Area,Electronic City,2,755,1,1,34
Plot  Area,Basaveshwara Nagar Yelahanka,5,800,5,2,98
Super built-up  Area,Parappana Agrahara,2,1194,2,2,46
Super built-up  Area,Whitefield,3,3850,5,,316
Super built-up  Area,Hebbal,4,4235,4,2,365
Plot  Area,Kurubarahalli,1,800,1,0,52
Super built-up  Area,Rachenahalli,3,2250,3,1,195
Super built-up  Area,Vijayanagar,2,1352,2,2,68
Super built-up  Area,Thanisandra,3,2002,3,2,112
Plot  Area,Bileshivale,4,4000,5,1,280
Built-up  Area,Kaval Byrasandra,2,1060,2,2,45
Super built-up  Area,Kanakpura Road,3,1419.59,2,1,59
Super built-up  Area,Raja Rajeshwari Nagar,2,1196,2,2,51.15
Built-up  Area,Electronic City,3,1220,2,2,35.24
Super built-up  Area,Electronics City Phase 1,3,1595,3,2,75
Super built-up  Area,Banashankari,2,1260,2,3,75
Super built-up  Area,Hebbal,2,1100,2,2,47
Super built-up  Area,Frazer Town,2,1550,2,2,140
Super built-up  Area,ISRO Layout,2,1180,2,3,52
Plot  Area,Electronic City,4,4000,5,1,150
Built-up  Area,Akshaya Nagar,3,1662,3,2,85
Super built-up  Area,Hennur,2,1285,2,1,60
Plot  Area,Akshaya Nagar,4,1080,4,1,75
Super built-up  Area,Ambedkar Nagar,3,1862,3,2,119
Super built-up  Area,Raja Rajeshwari Nagar,2,1419,2,2,48
Built-up  Area,Whitefield,3,1410,3,2,43.71
Super built-up  Area,Raja Rajeshwari Nagar,3,1560,2,2,62.4
Plot  Area,Chikkabettahalli,5,1100,4,3,150
Super built-up  Area,Thanisandra,3,1634,3,3,78
Plot  Area,Ambedkar Nagar,5,5530,5,3,627
Built-up  Area,Whitefield,3,1150,2,3,44
Super built-up  Area,Ashirvad Colony,2,1100,2,,53
Super built-up  Area,Yelahanka,3,1616,3,1,65
Super built-up  Area,Nagavarapalya,2,1392,2,1,99
Super built-up  Area,Jakkur,3,1798,3,1,120
Super built-up  Area,Babusapalaya,3,1675,3,3,75
Plot  Area,Bhuvaneswari Nagar,2,792,2,1,70
Super built-up  Area,Varanasi,5,2000,4,1,103
Built-up  Area,Hongasandra,7,600,7,3,89
Super built-up  Area,Hebbal,3,1700,3,2,124
Super built-up  Area,Hulimavu,2,1248,2,1,69
Built-up  Area,Kalkere,2,1147,2,1,54
Super built-up  Area,Sultan Palaya,2,1100,2,2,40
Super built-up  Area,Vijayanagar,3,1527,3,2,115
Plot  Area,Shantiniketan Layout,5,2400,5,2,235
Super built-up  Area,Kanakpura Road,1,525,1,1,25
Super built-up  Area,Kaggadasapura,2,1100,2,3,58
Super built-up  Area,Seegehalli,2,1118,2,2,37.5
Super built-up  Area,Kanakapura,3,1476,3,1,75
Built-up  Area,Gopal Reddy Layout,3,2100,3,1,75
Super built-up  Area,Roopena Agrahara,3,1215,2,2,46.5
Super built-up  Area,Ambalipura,2,1332,2,1,79
Super built-up  Area,Hennur Road,2,1350,2,3,49
Plot  Area,Kothannur,4,600,4,1,81
Super built-up  Area,Haralur Road,2,1243,2,2,46
Super built-up  Area,NGR Layout,2,1105,2,2,49.73
Plot  Area,Padmanabhanagar,3,1500,2,1,200
Super built-up  Area,Kasavanhalli,2,1200,2,2,50
Super built-up  Area,Ramagondanahalli,2,1251,2,1,47.4
Super built-up  Area,Kambipura,2,883,2,1,45
Super built-up  Area,Pai Layout,3,1400,2,3,67
Super built-up  Area,Rajaji Nagar,3,1800,3,3,260
Super built-up  Area,Hegde Nagar,3,1703,3,2,113
Super built-up  Area,NRI Layout,5,2500,5,3,130
Super built-up  Area,Varthur,3,1250,3,,71
Super built-up  Area,Jigani,2,933,2,2,43
Plot  Area,sankeswari,1,461.82,1,1,31.7
Super built-up  Area,Brookefield,2,1262,2,1,75
Super built-up  Area,Yelahanka,2,915,2,2,48
Super built-up  Area,Panathur,3,1370,2,2,61.5
Super built-up  Area,Malleshpalya,2,1210,2,3,55
Super built-up  Area,Kodihalli,3,2392,4,2,260
Plot  Area,T c palya,3,1500,2,0,85
Super built-up  Area,Govindraja Nagar,2,1065,2,3,50
Super built-up  Area,Rajaji Nagar,4,3100,4,2,570
Super built-up  Area,Ramamurthy Nagar,3,1515,3,3,65
Plot  Area,Sarjapura - Attibele Road,4,1800,4,,110
Super built-up  Area,Thanisandra,3,1445,2,3,40.31
Super built-up  Area,Uttarahalli,3,1300,2,1,55
Built-up  Area,Vijayanagar,2,989,2,0,60
Super built-up  Area,Jakkur,2,1300,2,1,85
Super built-up  Area,Chandapura,3,1185,2,2,30.22
Plot  Area,Battarahalli,5,1350,3,1,110
Super built-up  Area,Marathahalli,2,1045,2,3,60
Super built-up  Area,Virat Nagar,2,1205,2,2,42.18
Super built-up  Area,Chennammanakere Achukattu,2,1260,2,1,75
Plot  Area,Devanahalli Road,5,1320,5,2,199
Super built-up  Area,Ulsoor,3,1500,2,2,125
Super built-up  Area,Bommanahalli,3,1250,2,2,42.5
Built-up  Area,"Maragondana Halli, kr puram, old madras road",2,1199,2,2,50
Super built-up  Area,Hennur Road,2,1385,2,1,83.09
Plot  Area,Dhanalakshmi Layout,6,1222,5,3,250
Super built-up  Area,Lakshminarayana Pura,2,1149,2,1,75
Super built-up  Area,Sarjapur  Road,3,2180,3,2,170
Plot  Area,TC Palaya,8,1200,7,1,110
Super built-up  Area,Jp nagar 8th Phase .,10,12000,12,,525
Plot  Area,Thurahalli,5,1200,5,0,195
Super built-up  Area,Hulimavu,3,1818,3,1,135
Super built-up  Area,Volagerekallahalli,2,1070,2,2,33
Super built-up  Area,Rajaji Nagar,3,1640,3,2,241
Built-up  Area,Nagarbhavi,3,1350,2,2,54.6
Built-up  Area,Chandapura,2,630,1,1,27
Super built-up  Area,Hoodi,2,1430,2,2,113
Super built-up  Area,Nagavara,3,2430,4,3,180
Plot  Area,Nobo Nagar,6,1500,7,3,220
Super built-up  Area,Sarjapur  Road,2,1084,2,3,55
Super built-up  Area,Hennur Road,3,1186,2,1,56
Built-up  Area,Kengeri,2,1255,2,2,50
Super built-up  Area,Haralur Road,4,3400,5,3,240
Super built-up  Area,Hosa Road,3,1541,3,1,69.84
Super built-up  Area,Iblur Village,4,3596,5,1,282
Super built-up  Area,Raja Rajeshwari Nagar,2,1295,2,2,70
Plot  Area,Kasavanhalli,3,1000,4,3,110
Built-up  Area,Sanjeevini Nagar,3,2820,3,,285
Super built-up  Area,7th Phase JP Nagar,3,1370,2,2,54.79
Super built-up  Area,Electronic City,2,1100,2,1,40
Super built-up  Area,Hebbal,4,4772,6,2,510
Super built-up  Area,Rajaji Nagar,2,1370,2,1,170
Super built-up  Area,7th Phase JP Nagar,3,1370,2,1,54.79
Super built-up  Area,JP Nagar,2,1200,2,2,62
Plot  Area,Gunjur,4,2000,3,0,95
Built-up  Area,9th Phase JP Nagar,4,3500,4,,300
Plot  Area,2nd Stage Nagarbhavi,5,1200,4,3,240
Plot  Area,Kengeri,4,2400,5,2,253
Super built-up  Area,Sarjapur  Road,3,1220,3,2,62
Built-up  Area,Kanakapura Road,3,1950,3,2,130
Super built-up  Area,Somasundara Palya,2,1178,2,3,73
Super built-up  Area,Dasanapura,3,1286,3,2,61.44
Super built-up  Area,Begur Road,2,1160,2,2,42
Super built-up  Area,Jigani,2,918,2,2,55
Super built-up  Area,Electronic City,3,1563,3,2,91.84
Super built-up  Area,Govindpura,2,1326,2,1,62.17
Super built-up  Area,3rd Block Jayanagar,3,1350,2,2,140
Super built-up  Area,Hebbal,4,3960,5,3,386
Super built-up  Area,Begur Road,2,1240,2,2,39.06
Super built-up  Area,Kaggadasapura,2,1325,2,2,50
Super built-up  Area,Sonnenahalli,2,1100,2,1,44
Super built-up  Area,Cunningham Road,3,3875,3,2,800
Super built-up  Area,Gollarapalya Hosahalli,3,1605,3,2,50
Super built-up  Area,Hennur Road,5,5600,5,3,515
Super built-up  Area,Somasundara Palya,2,1260,2,1,60
Super built-up  Area,Hoodi,3,1553,3,2,83.09
Super built-up  Area,Whitefield,2,1280,2,2,52
Super built-up  Area,Hebbal,3,1550,2,2,75
Super built-up  Area,Arekere,3,1445,2,2,125
Super built-up  Area,Murugeshpalya,3,1550,3,2,74
Super built-up  Area,Electronics City Phase 1,3,1515,2,1,80.91
Super built-up  Area,Hosa Road,3,1332,2,1,86.12
Super built-up  Area,Electronic City,3,1652,3,2,70
Super built-up  Area,Hegde Nagar,3,1570,3,1,105
Plot  Area,Sarjapur  Road,4,5400,4,3,725
Super built-up  Area,Sector 2 HSR Layout,1,794,1,1,60
Plot  Area,Seegehalli,3,1200,2,0,62
Built-up  Area,7th Phase JP Nagar,4,3600,3,2,410
Plot  Area,Hosakerehalli,3,1200,3,2,175
Super built-up  Area,JP Nagar,4,1650,3,1,220
Plot  Area,Chandra Layout,4,600,2,1,85
Super built-up  Area,HRBR Layout,3,2800,3,2,250
Super built-up  Area,Sarjapur  Road,3,1750,3,2,110
Built-up  Area,Hebbal,2,1053,2,1,48
Super built-up  Area,Kanakpura Road,3,1100,3,2,53
Super built-up  Area,Kadubeesanahalli,3,1665,3,3,70
Plot  Area,Outer Ring Road East,4,4051,4,3,345
Plot  Area,Malleshwaram,4,5500,5,1,1500
Built-up  Area,Bommasandra,3,1447,3,2,80
Built-up  Area,Balagere,2,1012,2,1,75
Super built-up  Area,Malleshpalya,3,1900,3,2,60
Super built-up  Area,Narayanapura,2,1308,2,2,92.66
Super built-up  Area,Green Glen Layout,4,3250,4,,230
Super built-up  Area,Hormavu,1,1351,2,1,53
Super built-up  Area,Electronic City,2,1000,2,2,22
Plot  Area,J P Nagar 7th Phase Ramayya City,4,1200,4,2,350
Super built-up  Area,Gunjur,2,1140,2,2,49.11
Super built-up  Area,Jakkur,4,2249.81,4,0,260.5
Built-up  Area,Uttarahalli,3,1250,2,1,55
Super built-up  Area,Kanakapura,3,1290,3,3,45.15
Super built-up  Area,Ambedkar Nagar,2,1424,2,2,90
Super built-up  Area,Garudachar Palya,3,1320,2,2,60.6
Built-up  Area,Akshaya Nagar,3,1662,3,2,85.5
Super built-up  Area,Shanthala Nagar,5,8321,5,3,2700
Super built-up  Area,Begur Road,2,1200,2,2,45
Built-up  Area,Koramangala,3,1975,3,,210
Super built-up  Area,Garudachar Palya,3,1295,2,2,59.5
Super built-up  Area,Battarahalli,3,1777,3,2,100
Super built-up  Area,Kadugodi,3,1900,3,,108
Super built-up  Area,Anandapura,3,1576,3,2,59.1
Super built-up  Area,Sompura,2,1020,2,3,41
Super built-up  Area,Green Domain Layout,3,2100,3,3,170
Super built-up  Area,Raja Rajeshwari Nagar,1,648,1,1,31.75
Super built-up  Area,Neeladri Nagar,3,1167,2,1,38
Plot  Area,Vyalikaval,7,1000,7,3,160
Super built-up  Area,Hoodi,2,1220,2,2,50.89
Super built-up  Area,Kogilu,3,2350,5,1,327
Super built-up  Area,Vittasandra,2,1259,2,1,67.4
Built-up  Area,Gottigere,4,2000,4,2,82
Super built-up  Area,8th Phase JP Nagar,3,1800,3,1,80
Built-up  Area,Cleveland Town,3,1991,3,2,160
Super built-up  Area,Bannerghatta,3,1665,3,3,110
Built-up  Area,"Hoodi Circle, ",2,1234,2,1,61
Super built-up  Area,Mysore Road,3,1340,2,2,64.31
Super built-up  Area,Banashankari,2,1170,2,2,46.79
Built-up  Area,Electronics City Phase 1,2,995,2,0,46
Super built-up  Area,Old Airport Road,2,1075,2,2,60
Super built-up  Area,Electronic City,2,1025,2,1,54.5
Super built-up  Area,Rachenahalli,3,2721,3,2,113
Super built-up  Area,Thanisandra,3,2000,3,2,99
Super built-up  Area,Whitefield,4,2500,4,3,155
Super built-up  Area,Mallasandra,2,1325,2,2,70
Super built-up  Area,Kadugodi,2,1314,2,3,68.2
Super built-up  Area,Kanakpura Road,3,2265,3,2,136
Built-up  Area,7th Phase JP Nagar,7,4800,7,0,170
Super built-up  Area,Yelahanka,2,1026,2,1,41
Built-up  Area,Syndicate Bank Colony,3,1200,3,2,66
Built-up  Area,Kada Agrahara,3,2220,4,2,65
Super built-up  Area,KR Puram,2,1070,2,0,51.22
Super built-up  Area,Hebbal,2,1420,2,1,99.39
Super built-up  Area,Sarjapur  Road,3,1888,4,1,95
Super built-up  Area,JP Nagar,2,1300,2,1,90.87
Super built-up  Area,Rajaji Nagar,2,1216,2,0,97.16
Plot  Area,"Off Sarjapur road, ",4,3000,4,3,342
Built-up  Area,Begur,3,1559,3,2,63
Super built-up  Area,Harlur,2,1290,2,1,87
Plot  Area,M C Layout,6,2400,6,,245
Built-up  Area,Whitefield,1,905,1,1,55
Built-up  Area,Nanjappa Layout,2,1069,2,,55
Super built-up  Area,Sarjapura - Attibele Road,2,829,2,1,22.8
Built-up  Area,Koramangala,2,1900,2,1,200
Built-up  Area,Dodda Banaswadi,5,3040,5,1,140
Built-up  Area,Sarjapur  Road,3,1300,3,2,60
Super built-up  Area,Channasandra,2,1115,2,1,33.45
Super built-up  Area,Rajaji Nagar,3,2409,3,2,360
Super built-up  Area,Ambedkar Nagar,3,2150,4,2,125
Super built-up  Area,Marathahalli,3,1305,2,1,69
Super built-up  Area,Kanakpura Road,2,1252,2,1,56.32
Plot  Area,Hosakerehalli,5,2400,5,,250
Plot  Area,Whitefield,2,1200,2,1,46.13
Built-up  Area,Koramangala,3,1750,3,1,130
Super built-up  Area,Electronic City Phase II,2,545,1,1,35
Plot  Area,BEL Layout,2,1375,2,1,105
Super built-up  Area,Subramanyapura,2,1313,2,2,66.5
Plot  Area,Attibele,4,3640,4,1,275
Super built-up  Area,Akshayanagara East,3,1693,3,2,108
Super built-up  Area,JCR Layout,2,1160,2,1,41.75
Plot  Area,Sri Kanteshwara Nagar,3,1200,3,0,200
Super built-up  Area,Subramanyapura,3,1255,2,2,79
Plot  Area,KR Puram,4,1000,4,1,75
Built-up  Area,Bellari Road,2,900,2,1,45
Super built-up  Area,Yelahanka New Town,3,1700,3,2,90
Carpet  Area,Indira Nagar,3,1875,3,1,180
Carpet  Area,Uttarahalli,3,1700,3,2,88
Super built-up  Area,Harlur,3,1749,3,2,115
Plot  Area,Dasanapura,2,1500,3,1,65
Super built-up  Area,Varanasi,2,1175,2,1,48
Built-up  Area,Akshaya Nagar,2,1280,2,1,60
Built-up  Area,Abbaiah Reddy Layout,2,1200,2,2,50
Super built-up  Area,Ramagondanahalli,3,1610,2,2,115
Super built-up  Area,Electronic City,2,1070,2,1,46
Plot  Area,TC Palaya,2,1200,2,0,66
Super built-up  Area,9th Phase JP Nagar,2,1127,2,1,50
Built-up  Area,Indira Nagar,2,1210,2,1,102
Built-up  Area,Jyothi Nagar,2,600,2,1,23
Super built-up  Area,Thigalarapalya,4,4190,4,3,380
Super built-up  Area,Tata Nagar,2,1364,2,2,70
Super built-up  Area,Whitefield,4,2268,3,0,146
Super built-up  Area,RK Layout 2nd Stage,3,1150,2,2,77.5
Super built-up  Area,Tirumanahalli,2,1146,2,1,39.5
Built-up  Area,Magadi Road,2,1345,2,2,55
Super built-up  Area,Mylasandra,2,1110,2,2,41
Built-up  Area,Kengeri,2,750,2,1,36
Built-up  Area,Motappa Layout,2,1156,2,2,49.5
Super built-up  Area,Pattandur Agrahara,2,1247,2,1,59.8
Super built-up  Area,Mangammanapalya,2,1058,2,2,60
Super built-up  Area,Kaggalipura,2,950,2,1,48
Super built-up  Area,Vasanthapura,2,420,2,0,35
Plot  Area,BTM 1st Stage,4,600,2,2,90
Super built-up  Area,Vijayanagar,3,1520,2,1,103
Super built-up  Area,Marathahalli,2,1215,2,2,58.86
Built-up  Area,Raghuvanahalli,1,900,1,1,30
Super built-up  Area,Hennur Road,3,2350,3,2,174
Super built-up  Area,Thanisandra,2,1050,2,2,46
Super built-up  Area, Devarabeesana Halli,3,1672,3,2,150
Plot  Area,Laggere,5,2800,5,2,125
Super built-up  Area,MCECHS  layout,3,1500,2,2,65
Super built-up  Area,Geddalahalli,2,1400,2,2,65
Plot  Area,Whitefield,4,500,4,2,378
Built-up  Area,8th Phase JP Nagar,4,2700,4,2,130
Super built-up  Area,Bommasandra,2,920,2,1,37.46
Plot  Area,Sarjapur  Road,3,1200,3,2,70
Built-up  Area,Brindavan Nagar,3,1250,3,2,139
Super built-up  Area,Hosakerehalli,3,1817,4,,153
Plot  Area,Cooke Town,5,2043,6,,375
Super built-up  Area,HSR Layout,2,1140,2,2,46
Built-up  Area,Yelahanka,4,4346,4,1,450
Super built-up  Area,Haralur Road,2,1464,2,2,56
Super built-up  Area,Ambedkar Colony,2,1468,3,2,130
Super built-up  Area,Electronics City Phase 1,3,1555,2,1,82
Plot  Area,Munnekollal,6,1200,4,2,110
Built-up  Area,Whitefield,2,1150,2,0,55
Super built-up  Area,Kadubeesanahalli,2,970,2,1,35
Super built-up  Area,Banashankari,4,2500,4,3,95
Super built-up  Area,Seetharampalya,2,1166,2,1,53
Plot  Area,Konanakunte,3,2779,3,1,317
Super built-up  Area,Electronic City,3,1350,3,2,58
Built-up  Area,Mariyannapalya,2,900,2,3,46
Super built-up  Area,7th Phase JP Nagar,3,1300,2,2,52
Built-up  Area,Kanaka Nagar,3,1190,3,1,55
Super built-up  Area,Kodichikkanahalli,3,1495,2,2,75
Built-up  Area,Indira Nagar,2,1224,2,2,105
Super built-up  Area,Banashankari Stage III,3,1350,2,2,68
Built-up  Area,Green Glen Layout,2,940,2,1,56.8
Super built-up  Area,Raja Rajeshwari Nagar,2,1100,2,1,55
Super built-up  Area,Kaikondrahalli,2,1300,2,2,61
Built-up  Area,Palace Road,3,1480,2,0,145
Super built-up  Area,Hoodi,2,1105,2,2,46.37
Plot  Area,Sarjapur  Road,3,2600,3,2,200
Super built-up  Area,Yelahanka,3,1517,3,2,76.3
Built-up  Area,Horamavu Banaswadi,6,3800,8,0,200
Super built-up  Area,Jalahalli,3,1615,3,2,89.75
Super built-up  Area,MCECHS  layout,3,1500,3,2,65
Super built-up  Area,Mysore Road,3,1082,3,1,50.5
Super built-up  Area,Marathahalli,2,1365,2,2,73
Super built-up  Area,Electronic City,2,1000,2,3,25
Super built-up  Area,CV Raman Nagar,2,1392,2,1,98
Super built-up  Area,Kodigehalli,2,1086,2,1,33.66
Super built-up  Area,Hennur Road,3,1586,3,3,93.94
Built-up  Area,Hennur,2,1100,2,1,60
Super built-up  Area,Electronic City Phase II,2,1065,2,1,30.75
Plot  Area,TC Palaya,3,1500,2,1,120
Built-up  Area,7th Phase JP Nagar,3,1575,2,2,120
Super built-up  Area,Hennur Road,3,1975,3,3,123
Super built-up  Area,Nelamangala,2,820,2,2,24
Super built-up  Area,Gubbalala,3,1745,3,2,110
Super built-up  Area,Nagarbhavi,2,1223,2,1,60
Super built-up  Area,Ananth Nagar,3,1200,2,1,65
Super built-up  Area,Basaveshwara Nagar,2,1200,2,0,90
Super built-up  Area,Binny Pete,1,665,1,1,46.08
Super built-up  Area,Bharathi Nagar,2,1351,2,2,70
Super built-up  Area,Hebbal,3,1355,3,1,83.87
Built-up  Area,Sector 7 HSR Layout,3,3900,3,2,300
Super built-up  Area,Thanisandra,3,1588,3,1,75.55
Carpet  Area,Amruthahalli,2,900,2,1,60
Plot  Area,Bhuvaneshwari Nagar,3,440,3,0,50
Built-up  Area,Harlur,4,3385,4,,260
Super built-up  Area,Panathur,3,1370,2,2,75
Plot  Area,Whitefield,3,1500,3,1,71.8
Super built-up  Area,Pulikeshi Nagar,3,2280,3,,285
Super built-up  Area,Kanakpura Road,3,1100,3,2,53
Built-up  Area,Hoodi,2,1247,2,0,53
Super built-up  Area,Domlur Layout,3,2000,3,2,200
Super built-up  Area,Balagere,2,1020.07,2,1,68.38
Super built-up  Area,Gunjur Palya,3,1033,2,2,32
Built-up  Area,B Narayanapura,3,1460,2,3,73
Super built-up  Area,Garudachar Palya,2,1150,2,2,52.8
Super built-up  Area,Sarjapur  Road,5,5965,5,,385
Super built-up  Area,Babusapalaya,2,1141,2,1,46
Super built-up  Area,Yelahanka,4,2806,6,0,125.5
Plot  Area,Doddaballapur,4,4200,4,3,325
Super built-up  Area,Hosa Road,3,1665,2,3,125
